"participant_id","session_id","age","gender","education","employment","condition","interest","load","created_at","assigned_category","selected_product","PAAS_Score","PIES_AC","NRQ_ICL_Score","NRQ_ECL_Score","NRQ_Score","PIES_Score","ECM_CI_Score","ECM_S_Score","ECM_PU_Score","ECM_Score","total_hovertime_ms","n_hovers","mean_hovertime_ms","median_hovertime_ms","sd_hovertime_ms","total_hovertime_s","mean_hovertime_s","median_hovertime_s","sd_hovertime_s","n_events","submovements","trial_duration_ms","trial_duration_s","submovements_per_s","mean_submovement_deviation","total_distance_norm","max_velocity_norm_s","min_velocity_norm_s","mean_velocity_norm_s","std_velocity_norm_s","n_steps"
"6b42fb53-9d79-42ea-b1a9-1432d91cc505","d4592282-f7e5-4e21-8eff-a3bd95538e5e",25,"Female","Bachelor's Degree","Working-Student / Temporary","LILL","Low","Low",2025-12-02 14:47:01.378332,"Electric Toothbrush","Oral-B Pro Series 3 (3500)",2,5,2,1.33333333333333,1.6,2.90909090909091,4.66666666666667,4,6,4.90909090909091,58155,30,1938.5,1415,2449.39065962298,58.155,1.9385,1.415,2.44939065962298,1850,32,75998,75.998,0.421063712202953,2.22330599482745,72.1549917941638,71.2150304756482,0,0.931930578795327,4.24737370903421,1849
"6c31c25e-c5dd-41fb-b6c9-87bea11b8a8f","41d3f1dd-6a8b-4341-904c-78898c25dfd2",23,"Female","Master's Degree","Working-Student / Temporary","HILL","High","Low",2025-12-23 13:02:13.238011,"Backpack","DB Daypack",4,5,7,4,5.2,5.09090909090909,5.33333333333333,5.75,5.75,5.63636363636364,43605,18,2422.5,1854,2749.34242940337,43.605,2.4225,1.854,2.74934242940337,1192,18,47698,47.698,0.377374313388402,2.06365493301512,36.7574717527737,67.8452494214055,0,0.792556678025491,3.48582298898985,1191
"6fde05fb-ad92-4919-a93f-50f610305a99","1dcac08d-b866-4a5c-bcaa-d724b5ac6ec3",24,"Female","Bachelor's Degree","Working-Student / Temporary","LIHL","Low","High",2026-01-05 19:52:12.470413,"Detergent","Denk mit – Ultra Sensitive",1,5,1.5,5,3.6,3.36363636363636,7,5.75,4,5.45454545454545,28686,8,3585.75,2934.5,4277.93350479277,28.686,3.58575,2.9345,4.27793350479277,523,9,31837,31.837,0.282689951942708,1.36842112434776,16.585442632913,29.1295769220171,0,0.529869961914853,2.79977587924331,522
"702af4cc-906d-40b9-aa8d-8e99be992bde","dee8b7b7-6b35-4358-afeb-600b205c649b",21,"Female","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","LIHL","Low","High",2026-01-05 14:00:23.205061,"Smartwatch","Apple Watch Series 11",3,5,4,2.66666666666667,3.2,4,5.66666666666667,5.5,5.25,5.45454545454545,28612,16,1788.25,142,3413.93174116492,28.612,1.78825,0.142,3.41393174116492,1229,13,49229,49.229,0.264071990087144,1.42069602409546,35.4432914286204,96.1622519407229,0,0.712216740815523,3.828106159365,1228
"708db045-62f6-4722-b354-0cd16fac4d4a","a9a810bb-ba8b-436f-a0d0-c95c59589916",24,"Male","Master's Degree","Working-Student / Temporary","LILL","Low","Low",2025-12-02 22:01:39.075429,"Detergent","Denk mit – Ultra Sensitive",3,5,3,3.33333333333333,3.2,2.54545454545455,5,5,2.75,4.18181818181818,30021,15,2001.4,1125,3075.9621444819,30.021,2.0014,1.125,3.0759621444819,817,18,32972,32.972,0.545917748392575,1.98409713435858,37.9481011506711,59.1328299673477,0,1.13939056528464,4.58388968073255,816
"72068e71-91db-442d-8bcd-be58091a7210","8529cb44-8521-42e2-ae92-73c43095afc9",60,"Female","A-Levels (Allgemeine Hochschulreife)","Part-Time","LILL","Low","Low",2026-01-07 09:28:05.773836,"Speaker","Sonos Era 100",5,5,5,2.66666666666667,3.6,3.63636363636364,4.33333333333333,5.75,5.25,5.18181818181818,19844,9,2204.88888888889,2645,1746.51763836244,19.844,2.20488888888889,2.645,1.74651763836244,539,12,21924,21.924,0.547345374931582,1.704780784075,16.2193559813868,54.5381661394134,0,0.708837594078679,3.07175633327745,538
"733a2e49-2496-4e7a-8429-aa233d6038e0","717ce3b4-2469-4dd0-b5d5-4c40a45c780d",25,"Female","Master's Degree","Unemployed","LIHL","Low","High",2025-12-06 13:14:46.484419,"Electric Toothbrush","Philips Sonicare Series 5300",4,5,4,3.33333333333333,3.6,2.90909090909091,5.66666666666667,4.75,7,5.81818181818182,15478,15,1031.86666666667,759,886.658403112227,15.478,1.03186666666667,0.759,0.886658403112227,584,16,35272,35.272,0.453617600362894,1.33419007016363,38.7448980837573,41.0614811986591,0,1.10719256710658,4.45999902123933,583
"76df77f4-c446-4c7b-a4ea-93a0a4804064","b030c3d5-7efe-4376-9277-d447c3141bff",22,"Female","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","HILL","High","Low",2026-01-05 13:34:28.627722,"Electric Toothbrush","Philips Sonicare Series 5300",4,5,1.5,1.66666666666667,1.6,4.45454545454545,5.66666666666667,5,6.25,5.63636363636364,29645,13,2280.38461538462,2016,2454.36269862672,29.645,2.28038461538462,2.016,2.45436269862672,793,14,31876,31.876,0.439201907391141,2.16715688290268,25.6410160134906,41.3121659424271,0,0.814820687504653,2.78598240528156,792
"7d4a763e-d896-4860-93a1-bad23bde6d35","e23978a4-497e-4324-b061-51d43e85bb39",26,"Male","Master's Degree","Full-Time","HIHL","High","High",2025-12-04 12:17:09.138756,"Speaker","JBL Charge 5",3,5,3,3.66666666666667,3.4,3.18181818181818,4.33333333333333,5,2.25,3.81818181818182,53321,24,2221.70833333333,917.5,3008.90071619645,53.321,2.22170833333333,0.9175,3.00890071619645,1622,33,65021,65.021,0.507528336998816,1.28620059928764,67.1038340837608,104.343496043429,0,1.02193878592536,5.12824414127976,1621
"7e12c6e6-3302-459e-8b4e-6dc42fbc6bea","a5b41e6a-e497-450f-bab0-48ad51c756f5",26,"Male","Bachelor's Degree","Full-Time","HILL","High","Low",2026-01-11 20:33:37.185307,"Speaker","JBL Charge 5",3,5,2,2.66666666666667,2.4,3.63636363636364,6.66666666666667,5.75,5.25,5.81818181818182,15219,4,3804.75,1494,5396.26348349794,15.219,3.80475,1.494,5.39626348349794,452,14,18317,18.317,0.764317300868046,1.25416987526283,10.3908574471003,13.1062964038643,0,0.574489554169466,1.40885975842849,451
"81fe54b8-48d6-4929-970f-a999e75bb7f1","a7105bfa-e734-47ed-8fe4-7908ee320106",27,"Female","Master's Degree","Full-Time","HIHL","High","High",2025-12-12 09:47:04.156094,"Backpack","The North Face Base Camp",4,5,4,2,2.8,3.90909090909091,4.33333333333333,4.25,5,4.54545454545455,1682,27,62.2962962962963,48,70.1776946893301,1.682,0.0622962962962963,0.048,0.0701776946893301,722,10,29505,29.505,0.33892560582952,1,11.6108681463693,85.3137543126948,0,0.392477152474386,4.74151738911742,721
"82b8fe9e-d03d-4a52-9b6c-867b927e02e1","5dbe670a-6fd0-47f2-8e6d-37f213766918",40,"Male","PhD","Full-Time","LIHL","Low","High",2025-12-04 13:23:16.216977,"Backpack","The North Face Base Camp",3,5,1.5,1.66666666666667,1.6,3.63636363636364,6,3,5.75,4.81818181818182,90619,40,2265.475,1189.5,2643.45578001552,90.619,2.265475,1.1895,2.64345578001552,2312,48,92525,92.525,0.518778708457174,3.46201883797999,85.7237239759683,46.2369881403913,0,0.928841135699114,3.27165265666251,2311
"8aef2386-7368-499e-a2c5-f4b5da726020","4f550c0c-41ce-4a73-a2d3-5560157ea87a",25,"Female","Master's Degree","Working-Student / Temporary","LILL","Low","Low",2025-12-03 16:33:16.63579,"Detergent","Ecover Eco",3,5,2.5,3.33333333333333,3,3.18181818181818,5,5,2.75,4.18181818181818,19557,14,1396.92857142857,781.5,1580.37772818281,19.557,1.39692857142857,0.7815,1.58037772818281,588,11,24637,24.637,0.446482932175184,2.02048555170073,31.0969571390505,48.0947036238595,0,1.25369144669245,4.55813173121706,587
"8e0c9b01-b81c-43c8-bb2f-35742dc5b516","8e2594db-d6db-41b7-b483-e47e26bac394",24,"Female","Bachelor's Degree","Working-Student / Temporary","LILL","Low","Low",2025-11-30 15:15:50.971787,"Smartwatch","Withings ScanWatch 2",3,5,2.5,2,2.2,2.45454545454545,2,5,5,4.18181818181818,56797,30,1893.23333333333,1066,2339.40560802324,56.797,1.89323333333333,1.066,2.33940560802324,2078,34,83094,83.094,0.409175151033769,1.84660769997444,47.947406585767,47.9489848452637,0,0.572732138743326,2.96140319076371,2077
"97f16cb2-4702-4c1b-9ff8-ec0646a97f40","35232f1e-6110-4d84-b396-811d770f87a3",26,"Female","Bachelor's Degree","Full-Time","LIHL","Low","High",2026-01-01 13:42:40.808772,"Detergent","Persil Sensitive Gel",3,1,2,1.66666666666667,1.8,3.27272727272727,6,5,3,4.54545454545455,29452,9,3272.44444444444,2615,2737.87997870209,29.452,3.27244444444444,2.615,2.73787997870209,1253,18,50267,50.267,0.358087811088786,1.37342838711164,27.1988574206684,72.208975506774,0,0.55256590272359,3.13454312900794,1252
"98102009-4760-4c36-822a-0e48ece5d5fb","606943a5-c712-4c14-bc67-a8959ab5f113",37,"Male","Master's Degree","Full-Time","HILL","High","Low",2026-01-05 13:27:43.459903,"Electric Toothbrush","Philips Sonicare Series 5300",7,5,5.5,5.33333333333333,5.4,4.09090909090909,6.33333333333333,5.25,7,6.18181818181818,37561,16,2347.5625,663.5,3057.31503051834,37.561,2.3475625,0.6635,3.05731503051834,1302,23,52124,52.124,0.441255467730796,1.49820383829029,39.7881963668384,86.107885970307,0,0.772939098738765,3.4236439642947,1301
"9aeb0915-3140-4f9c-bc4b-6c5e899eb9da","a78cc567-daa2-4ca7-97ff-5edc99299982",25,"Male","Master's Degree","Full-Time","HIHL","High","High",2025-12-04 12:00:21.487004,"Backpack","Patagonia Black Hole Micro",3,5,4,5.66666666666667,5,3.72727272727273,7,7,6.5,6.81818181818182,61947,28,2212.39285714286,957.5,3190.79709464678,61.947,2.21239285714286,0.9575,3.19079709464678,2251,38,90076,90.076,0.421865979839247,1.80788578300981,67.2894493381205,58.01140359296,0,0.755066610973795,3.63251252686797,2250
"9daba0c2-5e80-465c-bbbd-f824d9c24657","ba152446-6bb8-4a9c-a46a-c43f56a961f9",28,"Male","Bachelor's Degree","Working-Student / Temporary","HILL","High","Low",2025-12-06 15:17:58.447114,"Electric Toothbrush","Wondersmile – WonderBrush PRO",4,5,4.5,4,4.2,3.36363636363636,6,6,7,6.36363636363636,31915,19,1679.73684210526,1199,2153.75934491054,31.915,1.67973684210526,1.199,2.15375934491054,940,24,38075,38.075,0.630334865397242,1.9165713591215,35.8544236319137,50.0932793232633,0,0.960759248530583,3.69229868343974,939
"a283fcdf-6ba2-4329-8b8a-9bf558c8231a","d2c3bb86-51bf-41e1-a636-108ef11909e8",34,"Male","Master's Degree","Full-Time","LIHL","Low","High",2025-12-12 15:03:59.161995,"Detergent","Denk mit – Ultra Sensitive",1,5,1,1,1,1.36363636363636,4,4,1.75,3.18181818181818,26217,26,1008.34615384615,823,735.999779473211,26.217,1.00834615384615,0.823,0.735999779473211,977,30,39758,39.758,0.754565118969767,1.37744288363797,49.4412365318047,45.2367158211857,0,1.26386799110297,3.70854690998645,976
"a39dd60a-d5b3-4715-b83c-30600cad5cf3","20ad31de-5361-4ffd-bd03-6c4a14caa7c7",31,"Male","Master's Degree","Full-Time","LILL","Low","Low",2025-12-02 16:16:32.059963,"Detergent","Persil Sensitive Gel",2,5,3.5,3.66666666666667,3.6,2.36363636363636,6.33333333333333,4.75,2.25,4.27272727272727,38989,11,3544.45454545455,691,5207.07352288474,38.989,3.54445454545455,0.691,5.20707352288474,870,16,43046,43.046,0.371695395623287,1.67261186620423,21.190484473732,27.4643929734865,0,0.488651342360325,2.09292450990797,869
"a3b479f6-0430-44be-a23b-b1e580e826e0","88ae2336-2dea-451e-aaba-110c63b4c8a4",29,"Male","Master's Degree","Working-Student / Temporary","HILL","High","Low",2025-12-10 15:16:49.472791,"Backpack","AEVOR Trip Pack",3,5,3,3,3,3.09090909090909,4.33333333333333,2.5,3.5,3.36363636363636,6842,6,1140.33333333333,578.5,1315.87988306937,6.842,1.14033333333333,0.5785,1.31587988306937,213,8,8914,8.914,0.897464662328921,1.25247602023889,15.3955205455556,40.4797066830655,0,1.74945033840267,5.22901557462386,212
"a586e2c1-54e8-45ba-963f-6cd8077f1e79","80dcc47e-3659-495b-9fcf-27e7d4fcc5b9",25,"Female","Master's Degree","Full-Time","HILL","High","Low",2025-12-19 15:05:11.800226,"Backpack","The North Face Base Camp",5,5,4,2,2.8,4.63636363636364,7,6.25,6.5,6.54545454545455,31100,10,3110,2300,2959.54602374531,31.1,3.11,2.3,2.95954602374531,923,20,38307,38.307,0.522097788915864,1.38589285662829,27.9540807865078,79.5275485597211,0,0.738322860033759,4.06035720199955,922
"a784408d-72a4-47b5-9e2f-6dac761f9ffd","1fdfc214-6359-4152-8845-2796c4df5735",26,"Female","Master's Degree","Self-employed","HIHL","High","High",2025-12-08 13:46:38.824941,"Backpack","pinqponq Purik Cliff",4,5,2,4.66666666666667,3.6,4.81818181818182,5.33333333333333,6.25,7,6.27272727272727,38461,8,4807.625,4973.5,4424.52131188061,38.461,4.807625,4.9735,4.42452131188061,1023,14,40937,40.937,0.341988909788211,1.77889166479693,26.8471405757909,54.3171069011132,0,0.663173836332363,3.6675949064877,1022
"a8557488-eb49-4d5f-ae1c-b72363c44416","d7165966-8a03-4d10-ac74-08302057cfe0",25,"Male","Master's Degree","Working-Student / Temporary","HIHL","High","High",2025-12-13 13:17:15.695561,"Speaker","Bose SoundLink Flex",4,5,4.5,6.66666666666667,5.8,4.45454545454545,6.66666666666667,7,5.75,6.45454545454545,635271,12,52939.25,1190,173495.875862498,635.271,52.93925,1.19,173.495875862498,16432,26,707109,707.109,0.036769437243763,1.76813474527264,42.0336303636447,48.3269256154801,0,0.0632762790084334,0.917558773960381,16431
"a941ce89-6cf0-4690-830f-cd35b97730fc","d07fed36-0056-4bc9-85be-8f48a76b77ce",29,"Male","Master's Degree","Full-Time","HIHL","High","High",2025-12-20 18:31:58.997968,"Backpack","Patagonia Black Hole Micro",3,5,3,1,1.8,3.90909090909091,7,5.75,4.25,5.54545454545455,21072,13,1620.92307692308,129,3252.17840996714,21.072,1.62092307692308,0.129,3.25217840996714,684,9,42261,42.261,0.212962305671896,1.04604355435199,20.0881935535612,116.776207205227,0,0.491141191301811,6.14828459872919,683
"aa394ce7-db73-4ab9-9735-eece7d619911","6d31dbe6-2731-4dd6-8016-2842810f3c32",27,"Female","Master's Degree","Full-Time","LILL","Low","Low",2025-12-08 08:29:00.383667,"Water Bottle","24 Bottles - Clima Bottle",4,5,1.5,3,2.4,3.27272727272727,7,6.5,6.5,6.63636363636364,39011,15,2600.73333333333,514,3754.54354209987,39.011,2.60073333333333,0.514,3.75454354209987,1074,16,43021,43.021,0.37191139211083,1.33122233896804,27.6126292299788,50.9356924579428,0,0.637024708358587,3.43935957831438,1073
"ab15ea54-ae59-4532-b89c-ff821a0116c0","96c6c1f1-c1f4-4790-af0b-560e925b4e69",41,"Female","Master's Degree","Part-Time","HILL","High","Low",2025-12-02 11:19:43.206514,"Detergent","Persil Sensitive Gel",2,5,1,1,1,3.90909090909091,4.66666666666667,4.5,4.25,4.45454545454545,12498,7,1785.42857142857,1152,2173.88752063692,12.498,1.78542857142857,1.152,2.17388752063692,319,5,14828,14.828,0.337199892096035,1.67269043270898,14.5274707602123,34.9029899380306,0,0.986022280606835,4.09476408750176,318
"aee0f8a7-c99c-42ae-94c4-d8ec1569987d","d6c3a1a0-ab3a-4024-b50c-1992f10c916d",24,"Male","Bachelor's Degree","Working-Student / Temporary","HIHL","High","High",2026-01-09 16:20:55.18933,"Speaker","JBL Charge 5",4,1,3.5,2.66666666666667,3,3.81818181818182,6,6,5,5.63636363636364,46973,12,3914.41666666667,1428.5,5279.03791955131,46.973,3.91441666666667,1.4285,5.27903791955131,1630,33,65442,65.442,0.504263317135784,1.22328517506172,43.1067831652576,58.9378921649252,0,0.662346523551934,3.59333566894361,1629
"b73a72b8-9607-4085-9706-7f0f9b926843","4b92c4c8-58a0-4475-874d-31edf26cb34c",61,"Female","A-Levels (Allgemeine Hochschulreife)","Full-Time","HIHL","High","High",2025-12-02 16:13:29.010599,"Detergent","Ecover Eco",3,5,3,1,1.8,4.18181818181818,6.66666666666667,5.25,4,5.18181818181818,29286,30,976.2,491.5,1196.36159336087,29.286,0.9762,0.4915,1.19636159336087,1147,37,54388,54.388,0.680297124365669,1.58273579351418,89.8789907367503,48.7276541574338,0,1.64531572941535,5.04582849554668,1146
"b9c7d764-2da0-4564-b4d7-914e99573ad0","753e73d0-42dd-4041-b353-1c3ed370ede5",31,"Male","Bachelor's Degree","Full-Time","HIHL","High","High",2025-12-07 18:30:44.437905,"Smartwatch","Garmin Venu 4",4,5,5,2,3.2,4.72727272727273,6,5.75,7,6.27272727272727,79158,21,3769.42857142857,2811,4250.03067720021,79.158,3.76942857142857,2.811,4.25003067720021,2031,33,81225,81.225,0.406278855032318,1.59941565204797,53.5090281610786,54.7160356144719,0,0.684002536147766,3.22471271522704,2030
"bad1870e-b99a-4d8e-b4ab-bf544d71d0ec","a896f8dd-e72b-4ddf-a21b-fdfff8af7628",27,"Female","Master's Degree","Full-Time","LILL","Low","Low",2025-12-06 13:50:55.665835,"Backpack","pinqponq Purik Cliff",3,5,5,3.33333333333333,4,4.45454545454545,5.33333333333333,4.25,6.5,5.36363636363636,21167,17,1245.11764705882,683,1238.42268038587,21.167,1.24511764705882,0.683,1.23842268038587,828,22,33494,33.494,0.656834059831612,1.53831482454672,60.976754138982,89.2808477235867,0,1.84937594170616,6.42733049832137,827
"bc0021f5-8e05-402d-9ce3-a9a63f51f658","48eff82d-8ad9-4bc3-b852-c97b61b495a2",46,"Male","Bachelor's Degree","Full-Time","HIHL","High","High",2026-01-05 13:47:00.25878,"Detergent","Denk mit – Ultra Sensitive",4,5,3.5,2.33333333333333,2.8,3.90909090909091,4.33333333333333,5,4.75,4.72727272727273,49366,31,1592.45161290323,1152,1715.59676378629,49.366,1.59245161290323,1.152,1.71559676378629,1772,60,70961,70.961,0.845534871267316,2.28678674748285,91.772218835179,75.4120759010894,0,1.31349010428409,4.25160663731186,1771
"ca453e48-2aa7-4fdb-9e93-8837f7729333","fd49a9d2-5dae-49b5-89da-bf134d994efa",21,"Female","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","HILL","High","Low",2026-01-15 10:58:59.568125,"Smartwatch","Apple Watch Series 11",3,5,3.5,2.33333333333333,2.8,4.18181818181818,5,5.25,6.25,5.54545454545455,21146,21,1006.95238095238,701,1118.2038935807,21.146,1.00695238095238,0.701,1.1182038935807,1195,25,47897,47.897,0.521953358247907,1.84976261410771,46.7228030865268,63.8936238416486,0,0.92725681071678,3.26986496695983,1194
"d54c2d38-a344-4acc-a58f-98900e4f3d25","27836eda-5747-4607-b5c4-438065c4ef09",26,"Male","Master's Degree","Unemployed","LIHL","Low","High",2025-12-19 23:29:10.147518,"Detergent","Ecover Eco",4,5,2.5,3,2.8,2.18181818181818,4,4.25,4,4.09090909090909,11131,15,742.066666666667,314,745.686688962086,11.131,0.742066666666667,0.314,0.745686688962086,371,12,15480,15.48,0.775193798449612,1.7850452121097,31.1484796632315,45.6078067924534,0,1.90532803580542,5.63283299387023,370
"da1fc0bd-2274-48c6-935d-bd4303dfc0a7","6601c68a-3a6d-4b52-bca0-d4114228063c",26,"Female","Master's Degree","Full-Time","HILL","High","Low",2025-12-19 14:03:27.390033,"Smartwatch","Garmin Venu 4",5,5,4,2,2.8,3.81818181818182,6,5,6,5.63636363636364,35081,12,2923.41666666667,2381.5,2492.95981291073,35.081,2.92341666666667,2.3815,2.49295981291073,924,21,37352,37.352,0.562218890554723,2.04998243195178,36.017442143219,57.8317094307993,0,0.986430945485947,3.88610511968648,923
"dab3e35d-a740-4109-9515-556e82ceb612","fd56db76-3a4b-4405-acae-8672b880d0c9",35,"Female","PhD","Full-Time","LIHL","Low","High",2026-01-12 16:41:34.383454,"Electric Toothbrush","Wondersmile – WonderBrush PRO",6,5,3.5,4.66666666666667,4.2,3.63636363636364,4.33333333333333,6,5.25,5.27272727272727,2539,4,634.75,549,615.609386434829,2.539,0.63475,0.549,0.615609386434829,83,3,3516,3.516,0.853242320819113,2.12759334125878,15.1181584959987,44.7545878157395,0,3.3877133975712,9.5187884123482,82
"ded60c6e-ad75-4508-afdf-8caa0efe3410","20f13844-3ab9-49e6-b4ad-1b999d317aac",28,"Female","A-Levels (Allgemeine Hochschulreife)","Full-Time","LILL","Low","Low",2025-12-12 11:37:09.502445,"Smartwatch","Withings ScanWatch 2",3,5,3,2,2.4,3.09090909090909,5.33333333333333,6,6,5.81818181818182,21985,26,845.576923076923,157.5,1343.53117338086,21.985,0.845576923076923,0.1575,1.34353117338086,1210,24,80719,80.719,0.297327766696812,2.27182986877781,55.8055563271489,103.332066106375,0,1.18118541848227,5.18930444227546,1209
"e0706a41-3231-4374-a546-2d56f686f34c","0b4d9e24-69ec-4e63-9383-72999e0f4f96",29,"Female","Bachelor's Degree","Full-Time","LILL","Low","Low",2025-12-09 08:31:36.89131,"Detergent","Ecover Eco",3,5,1,1,1,3,5.66666666666667,4.5,3.5,4.45454545454545,21417,16,1338.5625,834,1751.89364094019,21.417,1.3385625,0.834,1.75189364094019,706,21,28546,28.546,0.735654732712114,1.2073547839011,49.3927103633568,44.3989989744818,0,1.65230808333048,4.73477877922545,705
"e2de2353-af57-4348-aa6b-a0e7cfb609d1","c38c3671-9ce3-4447-ab97-16a3c2477be6",29,"Male","Master's Degree","Full-Time","HILL","High","Low",2026-01-03 14:24:13.70526,"Smartwatch","Garmin Venu 4",3,5,3,2,2.4,4.27272727272727,6,5.5,5.5,5.63636363636364,38680,19,2035.78947368421,1327,2245.31785868943,38.68,2.03578947368421,1.327,2.24531785868943,1268,32,50804,50.804,0.629871663648532,2.29601404900172,36.8289448209188,56.8810924668402,0,0.721032104613114,2.85131241329653,1267
"e3a761b1-e739-49a7-bd95-cf33e2a3813c","979828f2-f811-4c1f-afcc-d0d7e911659c",31,"Male","Master's Degree","Full-Time","HIHL","High","High",2025-12-04 17:29:19.580419,"Smartwatch","Apple Watch Series 11",4,5,5.5,3.33333333333333,4.2,4.54545454545455,6.66666666666667,6,7,6.54545454545455,4229,10,422.9,392.5,164.608930498925,4.229,0.4229,0.3925,0.164608930498925,406,11,16320,16.32,0.674019607843137,1.41756517847014,27.2215638020994,50.1481892078216,0,1.66736436681522,4.67800367689253,405
"e4410d18-7cd2-4198-9c4a-67901559288f","f0ce899e-bb97-45ac-8a60-67109865737e",32,"Female","Master's Degree","Full-Time","HIHL","High","High",2026-01-04 15:29:38.477141,"Backpack","Kapten & Son Helsinki Pro",3,5,4,4,4,2.81818181818182,5.33333333333333,4.5,5,4.90909090909091,26957,14,1925.5,1307,1743.10173364785,26.957,1.9255,1.307,1.74310173364785,694,22,28088,28.088,0.783252634577044,1.70508518319318,39.3173259505372,75.8296545064697,0,1.41514104111702,5.71211954922339,693
"e4bdced0-2d54-4933-84d0-f3f80c285a06","33768330-72ae-4c79-9679-2bdd80529547",26,"Female","Bachelor's Degree","Working-Student / Temporary","LILL","Low","Low",2025-12-05 08:00:39.106472,"Detergent","Ecover Eco",6,5,3,2.66666666666667,2.8,4.09090909090909,5.33333333333333,5,5.5,5.27272727272727,18546,14,1324.71428571429,923.5,1867.24562384819,18.546,1.32471428571429,0.9235,1.86724562384819,503,12,20416,20.416,0.587774294670846,3.0109296056257,23.6364087617468,64.6444766036288,0,1.20841786350271,4.7230995683532,502
"e61b4eb5-dbda-48c1-b18a-899e7395c612","13958b32-13b4-4ee1-95ae-94562a814161",19,"Female","A-Levels (Allgemeine Hochschulreife)","Student","LIHL","Low","High",2026-01-11 13:24:50.196871,"Detergent","Lenor Powder",5,1,3,3,3,2.63636363636364,5.33333333333333,4,3.25,4.09090909090909,51351,11,4668.27272727273,4813,3385.12788800982,51.351,4.66827272727273,4.813,3.38512788800982,1377,24,55213,55.213,0.434680238349664,1.3302605415502,29.8009480147999,44.3384381251549,0,0.542938526873402,2.3461230871557,1376
"e8d06654-451d-4d8f-b3f7-dd47d9317828","8ef0dbf7-b4d4-45e8-9289-a4530ec0432d",26,"Male","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","LILL","Low","Low",2026-01-01 16:30:18.296679,"Detergent","Ariel All-in-1 Pods",5,5,2,2.33333333333333,2.2,3.27272727272727,5,5,4,4.63636363636364,17289,40,432.225,180.5,518.932211743129,17.289,0.432225,0.1805,0.518932211743129,804,29,32977,32.977,0.879400794493132,1.51774773413324,93.2364055101288,48.3795034173449,0,2.84072896712598,5.52445528143368,803
"ea3dc494-f4e6-48c2-813c-6de68d7a45e8","c9ad284d-d6bf-448c-a0c4-898a0439e148",32,"Female","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","LIHL","Low","High",2026-01-05 13:27:18.809667,"Electric Toothbrush","Oral-B Pro Series 3 (3500)",3,5,3.5,5,4.4,2.63636363636364,2.33333333333333,4,2.75,3.09090909090909,45116,16,2819.75,902,3778.8587959859,45.116,2.81975,0.902,3.7788587959859,1220,23,48804,48.804,0.471272846487993,1.48712503618195,52.0610411394303,63.6200011595633,0,1.07060166462015,3.86149987931969,1219
"eb870660-81e6-42e1-be24-2ca77d82d4ce","3392a48a-09a3-4fb8-88de-94366e96acac",25,"Female","Bachelor's Degree","Full-Time","LIHL","Low","High",2025-12-19 08:53:24.773925,"Water Bottle","720° DGREE noLimit Bottle",2,5,5,2.33333333333333,3.4,3.18181818181818,7,6,6.5,6.45454545454545,3638,2,1819,1819,1581.09076273312,3.638,1.819,1.819,1.58109076273312,636,9,26010,26.01,0.346020761245675,1.16471110591987,17.7272197727603,88.8262827881797,0,0.701401439540917,4.53935031582994,635
"ec43a56a-d5a9-42a4-98fa-46840df7e093","d3262e68-8bfb-4991-af69-3146fa332182",28,"Female","Master's Degree","Full-Time","LILL","Low","Low",2025-12-12 12:59:44.248089,"Detergent","Ariel All-in-1 Pods",3,5,1.5,2,1.8,2.90909090909091,6,4.75,6.5,5.72727272727273,17493,9,1943.66666666667,2443,1164.19510821855,17.493,1.94366666666667,2.443,1.16419510821855,433,12,21323,21.323,0.562772592974722,1.21031684828439,21.674670081565,45.7572454895776,0,1.04643029762695,3.55664432281946,432
"ed793ccf-cf9c-4b54-9951-a243e876cc49","fea3f9db-6460-4e2b-93b9-b39cba5dc77c",23,"Female","A-Levels (Allgemeine Hochschulreife)","Working-Student / Temporary","LIHL","Low","High",2025-12-07 21:00:44.038879,"Water Bottle","Spottle Glass Bottle",4,5,4,4.66666666666667,4.4,3.45454545454545,6,5.5,5.25,5.54545454545455,100149,20,5007.45,3310.5,5152.17413969961,100.149,5.00745,3.3105,5.15217413969962,2589,6,103789,103.789,0.0578095944656948,2.60733683406379,12.7922250400708,91.8821499920656,0,0.130083283195314,2.10036547737328,2588
"f5a43f10-de46-4cf5-bce3-9df18286d3d4","db9e4958-633f-4dd6-ba5b-f6bb47c2135f",19,"Male","Vocational Training (Ausbildung/Berufskolleg)","Full-Time","HILL","High","Low",2026-01-02 16:00:28.037354,"Smartwatch","Samsung Galaxy Watch 8",2,5,3,3.66666666666667,3.4,3.72727272727273,6.33333333333333,6,4.5,5.54545454545455,41699,54,772.203703703704,424.5,1929.57123382401,41.699,0.772203703703704,0.4245,1.92957123382401,1077,48,49684,49.684,0.96610578858385,3.02356049577196,87.0417062171115,46.9838995143214,0,1.75335449394183,4.12151766817122,1076
