participant_id,total_distance_px,max_speed_px_s,min_speed_px_s,mean_speed_px_s,std_speed_px_s,mean_abs_dx,mean_abs_dy,n_steps
ded60c6e-ad75-4508-afdf-8caa0efe3410,14395.70576983527,33040.74925166061,0.0,306.1831167932608,1487.9970790923176,10.56244830438379,4.038047973531844,1209
e0706a41-3231-4374-a546-2d56f686f34c,8246.174103642486,7428.150918800035,0.0,273.67968799848745,799.4005903286459,9.77304964539007,3.6666666666666665,705
e2de2353-af57-4348-aa6b-a0e7cfb609d1,10278.033687969435,16870.1048685571,0.0,201.27403242361044,813.658738862877,6.665351223362273,3.483820047355959,1267
e3a761b1-e739-49a7-bd95-cf33e2a3813c,5737.316447209978,9316.607160070089,0.0,350.9202763749625,965.5002677009036,11.844444444444445,4.548148148148148,405
e4410d18-7cd2-4198-9c4a-67901559288f,5723.971063943688,9319.904774191633,0.0,205.71094047855496,846.5735971881717,7.158730158730159,2.305916305916306,693
e4bdced0-2d54-4933-84d0-f3f80c285a06,5153.057001765167,12628.648329124127,0.0,262.6922769847918,1012.316511057468,9.163346613545817,2.9382470119521913,502
e8d06654-451d-4d8f-b3f7-dd47d9317828,20041.991300794874,9257.496961922267,0.0,613.6956622665078,1228.3534085784902,21.676214196762142,7.686176836861768,803
ea3dc494-f4e6-48c2-813c-6de68d7a45e8,10451.153804707279,15205.14982486464,0.0,215.68087203349762,833.1842127575618,6.56357670221493,3.85233798195242,1219
eb870660-81e6-42e1-be24-2ca77d82d4ce,3504.717235988069,21223.56283177359,0.0,138.52280506503837,995.8099927927408,4.1716535433070865,2.5118110236220472,635
ec43a56a-d5a9-42a4-98fa-46840df7e093,3463.8808673306057,5772.374944509408,0.0,167.2656152808923,546.2150038500622,6.002314814814815,3.4444444444444446,432
ed69ac01-e271-4d3c-bf27-f6d78d635fe4,761.3013907541642,12678.549798774306,0.0,32.32910172499442,582.9769114356704,0.5808695652173913,1.1895652173913043,575
ed793ccf-cf9c-4b54-9951-a243e876cc49,1393.9934438239866,10376.018730991302,0.0,14.197633797980096,235.288711256351,0.2940494590417311,0.3802163833075734,2588
f5a43f10-de46-4cf5-bce3-9df18286d3d4,25476.15517122912,14032.99177734607,0.0,513.3114041992453,1247.3684000154378,20.55111524163569,7.047397769516729,1076
f5b5e557-ecf7-4d49-a4b3-1c2cde77ea6f,9424.009606951711,27286.61180274072,0.0,116.3856628652379,925.7086363295517,3.939853300733496,1.5951100244498777,2045
f709f384-1ebc-4302-978c-d19289570ee9,3610.488608351784,6806.801022115295,0.0,70.43673213789232,389.65552952709646,1.6482213438735178,1.8205533596837944,1265
f8350255-0cb7-49ec-a1ed-f6d608da537a,14471.071756889267,8681.190022585557,0.0,194.5248840763348,708.6726839145589,5.442811501597444,6.046006389776358,1565
f848edac-87b3-458d-8ccc-7759502a11c9,5886.74166048014,9084.947239779867,0.0,184.93128974319495,657.6402775819208,5.440613026819923,3.94125159642401,783
f97814c0-fdd1-4911-ae4f-aa1459d6fa5b,9543.326082742291,9724.453712162962,0.0,230.5628879839071,919.3043625173821,6.458292443572129,5.253189401373896,1019
fe672941-07cb-4dcc-9668-f50d2d067848,9490.994249502237,15547.81553470566,0.0,151.69399298205983,804.2131173514352,5.2199630314232905,1.7356746765249538,1623
