"id","session_id","participant_id","task","prod_id","reason","t_enter_ms","t_leave_ms","duration_ms","ts_enter_utc","ts_leave_utc","page_w","page_h"
109,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",196009,196034,25,2025-11-29 11:49:15.445,2025-11-29 11:49:15.469,1280,715
110,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_db_daypack_17l","leave",196045,204206,8161,2025-11-29 11:49:15.481,2025-11-29 11:49:23.642,1280,715
111,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",204222,204245,23,2025-11-29 11:49:23.657,2025-11-29 11:49:23.68,1280,715
112,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",206679,206809,130,2025-11-29 11:49:26.115,2025-11-29 11:49:26.244,1280,715
113,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",206823,206893,70,2025-11-29 11:49:26.258,2025-11-29 11:49:26.329,1280,715
114,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_pinqponq_purik_cliff","leave",206926,207409,483,2025-11-29 11:49:26.362,2025-11-29 11:49:26.845,1280,715
115,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",207424,207448,24,2025-11-29 11:49:26.86,2025-11-29 11:49:26.883,1280,715
116,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",207464,207927,463,2025-11-29 11:49:26.9,2025-11-29 11:49:27.362,1280,715
117,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_kapten_helsinki_pro","leave",207940,210543,2603,2025-11-29 11:49:27.375,2025-11-29 11:49:29.978,1280,715
118,"05764de8-c886-4fe9-bcaf-313de86f3c97","51381787-c3a4-4a69-a44d-0750124ee2ad","task-2","bp_tnf_base_camp_fuse_box","leave",210555,210592,37,2025-11-29 11:49:29.991,2025-11-29 11:49:30.028,1280,715
